date 	event
2015-09-16	The international coalition have carried out 22 air strikes on Islamic State in Iraq and Syria in the past 24 hours. There were three strikes near Hasaka in northeast Syria hitting a tactical unit and destroying Isis fighting positions, bunkers and excavators. Another strike near Aleppo hit an Isis tactical unit. Kobani, near the Turkish border, also took a hit destroying three fighting positions and a tactical unit. And in a co-ordinated attack with the Iraqi Government, there were fifteen strikes in Iraq targeting Islamic State buildings and equipment near Baiji, Fallujah, Mosul and Sinjar.
2015-09-18	(1) Syrian army jets have carried out at least 25 airstrikes on Islamic State positions in the city of Palmyra leaving at least 26 people dead, including 12 ISIS militants.; (2) Abu Sayyaf militants are suspected to have bombed a bus killing 1 woman and injuring 16 more people, in Zamboanga, Philippines.
2015-09-22	(1) At least 38 ISIS fighters were killed in airstrikes by the Damascus regime against three jihadi-held towns in central Syria.; (2) Cameroon's army killed 11 Boko Haram militants in clashes in the northern town of Amchide.
2015-09-24	Yemen's branch of ISIS claimed responsibility for a suicide bombing at a mosque in the Yemeni capital Sanaa that killed at least 29 people.
2015-09-25	Some 200 members of the Boko Haram Islamist militant group have given themselves up, in the town of Banki, Nigeria, on the border with Cameroon.
2015-09-27	This airstrike resulted in the death of 30 ISIS members, including 12 child soldiers, and 20 wounded.
2015-09-28	Two suspected ISIS militants have been killed and three others arrested during a series of counterterrorism raids in Saudi Arabia, in sites around Riyadh and the city of Dammam.
2015-09-29	(1) ISIS claimed responsibility for the shooting death of an Italian aid worker in Dhaka, Bangladesh; if confirmed this would be their first attack in Bangladesh.; (2) The United States Department of State designates ISIL's Caucasus and Khorasan Provinces as global terrorist groups.
2015-09-30	Russian aerospace force jets supposedly delivered pinpoint strikes on eight ISIS terror group targets in Syria. In total, 20 flights were made. As a result, arms and fuel depots and military equipment were hit. Supposed ISIS coordination centers in the mountains were totally destroyed. The de facto ISIS capital Raqqa, was also targeted, killing at least 12 jihadists.
2015-10-01	Russian Air Force destroyed ISIS command center, training camp. Their planes bombed a field camp in Aleppo province, a logistics center in Idlib province and a command point at a fortified facility in Hama province. Once again however, many of these targets were in fact in Syrian opposition-held areas where ISIS has no presence. This is of relevance as the Syrian opposition is in fact at war with ISIS and is engaged in very heavy clashes with them in the vicinity of the northern Syrian city of Marea as well as in the southern province of Daraa, raising questions as to the true target of the Russian air campaign
2015-10-02	(1) Boko Haram attack on a village in southeastern Niger killed two Nigerien soldiers, wounded 7 others and also destroyed an army vehicle.; (2) 3 ISIS members were arrested in Chechnya.
2015-10-03	ISIS claimed responsibility for shooting and killing a Japanese man in the Rangpur District of Bangladesh. The second murder of a foreigner committed by ISIS in the country within a week; they warned of more attacks.
2015-10-05	ISIS launched a full-scale assault on the provincial capital of the Deir Ezzor Governorate, attacking the Syrian Armed Forces’ frontline defenses at the Military Airport; the Al-Sina’a, Al-Haweeqa, and Al-‘Amal Districts; and the village of Al-Muri’iyah. This offensive totally failed and resulted in the death of around 150 ISIS members. 3 jets of the Russian Airforce carried out strikes on 2 IS targets in the eastern part of Homs province near the city of Palmyra. About 20 units of medium T-55 tanks, which were earlier seized by the militants from the Syrian army, have been destroyed as well as 3 multiple rocket launchers.
2015-10-06	Russian jets hit ISIS targets in the Syrian city of Palmyra. The strikes destroyed 20 vehicles and 3 weapons depots in Islamic State-held Palmyra.
2015-10-07	(1) ISIS suffered heavy losses, against Syrian Army, after another failed offensive in Deir Ezzor military airport, in Syria.; (2) The Nigerian Army killed over 100 Boko Haram militants after they made attempts to attack 120 Task Force Battalion troops, located at Goniri, Yobe State. During the encounter, the militants killed 7 soldiers and wounded 9 others.
2015-10-08	(1) General Hossein Hamedani, An Iranian military commander, who was overseeing the Quds Force and advising Syrian Army, was killed by ISIS militants on the outskirts of Aleppo city, Syria. ISIS sent 3 suicide bombers and hundreds of combatants to swarm the Syrian Army Base outside of the Deir Ezzor Military Airport, killing 23 soldiers from the 137th Brigade before ISIS was able to impose complete control over the last building situated between the Artillery Battalion Base and the Airbase.; (2) 11 Chadian soldiers have been killed in the most recent Boko Haram attack in the country, while 13 others have been reportedly wounded.; (3) Antiterror police in Russia's Chechen Republic have killed 3 suspected ISIS militants, coming back from Syria, in two separate shootouts. 2 law enforcement officials were wounded during the operation.; (4) 3 Assyrians, kidnapped in February 2015, were executed on video tape.
2015-10-09	2 French Rafale jets carried out a second wave of strikes in Syria on an ISIS training camp. Russian air forces claimed to kill 2 senior ISIS field commanders among the 300 fighters from several Islamic groups, including ISIS. ISIS launched 4 suicide bombers towards the southeastern gate of the Deir Ezzor Military Airport; however, all of the vehicles were destroyed by the Syrian Armed Forces before they could reach their destination. the Syrian Armed Forces suffered another 16 casualties. ISIS sustained a total of 73 casualties and the destruction of 14 armored vehicles (suicide vehicles included) that were either mounted with a 23 mm or 57 mm anti-aircraft machine gun during those tense 48 hours.
2015-10-10	During the last 24 hours, the Syrian army, in coordination with the Russian Air Force, captured the imperative city of Jabboul (6 km from the surrounded Kuweires Military Airport, also called Rasin El Aboud, hold by the Syrian Army) after intense firefights with ISIS. Fierce clashes took place in the vicinity of Marouh village (15 km south of Sirrin town).
2015-10-16	(1) A gunman shot and killed 5 people in an Islamic State-claimed attack on a Shia meeting hall in Saudi Arabia before being shot dead by police.; (2) Lebanese militant group Hezbollah fired rockets and mortars at what it said were Islamic State fighters trying to infiltrate in the north of the country, killing 5 of them.
2015-10-18	(1) An ISIS convoy of 16 vehicles was hit as it drove through an eastern part of Hama province overnight. It resulted in the death of at least 40 militants. The planes which conducted the airstrikes could be Russian or Syrian.; (2) A British ISIS fighter has carried out a devastating suicide bomb attack near the jihadi held city of Ramadi in Iraq. An ISIS statement claimed that the fighter, known only as Abu Omar al-Britani, had taken part in a twin suicide bomb attack, killing and wounding 80 people. The second suicide bomber is thought to be a Syrian national, named as Abu Qatiba al-Shami.
2015-10-22	A Kurdish and United States commando raid to free prisoners being held by ISIL militants resulted in the release of 69 people including more than 20 Iraqi security forces. Intelligence suggested freshly dug graves were intended for the hostages, and a hostage interviews after the rescue said they expected to die after morning prayers. An American service member was deadly wounded (first American military death in the war against ISIL) and 4 Kurds were wounded. More than 20 ISIL members were killed and 6 captured. The US released video of the prison being bombed after the raid.
2015-10-29	ISIL recently executed more than 200 of its own militants after they tried to break off and join al-Qaeda in Syria.
2015-10-31	(1) Lebanese security forces arrested an ISIL member planning suicide attack against army.; (2) Russian Airliner flying from Sharm el-Sheikh Egypt crashes, killing all 224 people on board. ISIL claims responsibility in a video saying it is in retaliation for Russia sending planes against them.
2015-11-01	An elderly South Korean man who was kidnapped by Abu Sayyaf militants in the southern Philippines 10 months ago has been found dead apparently due to an illness.
2015-11-02	The Syrian Democratic Forces advanced towards the strategic town of al-Hawl on the border with Iraq, after storming the nearby village of Bahrat al-Khatooniya. Russian Su-25 jets bombed ISIS positions, in ancient city of Palmyra, destroying a fortification, an underground bunker and anti-aircraft guns.
2015-11-03	International coalition forces launched air raids on military bases of the Islamic State group inside Shingal and Baaj, killing at least 10 militants.
2015-11-04	(1) John Gallagher, a Canadian man, fighting alongside the Syrian Democratic Forces, has been reportedly killed by a suicide bomber during fighting against Islamic State militants in north-eastern Syria.; (2) At least 9 people including 4 Egyptian policemen were killed and 10 others injured, when a suicide bomber rammed his vehicle into a police club in the Sinai Peninsula, Egypt. ISIS claimed responsibility for the attack.; (3) ISIL claimed responsibility for an attack near the Bangladeshi capital that left 1 police officer dead and another wounded.
2015-11-05	Niger's air force bombed a Boko Haram base in the country's southeast and arrested more than 20 militants.
2015-11-06	Airstrikes by Russian warplanes on the ISIL-held Syrian city of Raqqa killed 42 people earlier this week, including 27 civilians, 15 ISIS fighters made up the remainder of the death toll.
2015-11-07	An Abu Sayyaf sub-leader was critically wounded in Sulu clash during a Filipino military operation.
2015-11-08	An Abu Sayyaf leader was killed along with another bandit by Filipino government troops in Basilan. 3 soldiers were injured in the clash.
2015-11-10	(1) ISIS claims to expend its network in the Caribbean.; (2) Robert Zankishiyev, aka Abdullah, an ISIS leader in North Caucasus has been killed in a counter-terrorist operation in Nalchik, Russia.
2015-11-11	Boko Haram killed 5 civilians in their initial attack in the village located Bosso district, Niger. Niger soldiers drove back the militants, killing around 20 of them.
2015-11-12	(1) ISIS claims responsibility for a pair of suicide bombings which struck southern Beirut, killing 43 people and wounded at least 239.; (2) The British ISIS militant Mohammed Emwazi, also known as Jihadi John, was announced killed in a US drone strike in Raqqa.
2015-11-13	(1) ISIS has reportedly claimed responsibility for a suicide bomb in Baghdad that killed at least 18 people.; (2) ISIS claims responsibility for terror attacks in Paris, France that left 130 dead and 352 injured, including at least 99 seriously. Seven terrorists were killed in the attacks, six of them blew themselves up and one was killed by French police.; (3) At least 9 Boko Haram terrorists were killed and one Nigerian soldier wounded, during an attack on a military base in Gwoza, Borno State, Nigeria.
2015-11-14	A suicide bomber opened fire on Turkish police and then blew himself up during their raid on a suspected ISIS hideout in Gaziantep near the border with Syria, leaving 5 police officers wounded. The raid came hours after another incident in which Turkish soldiers clashed with ISIS fighters who fired at them near Gaziantep. 4 ISIS fighters were killed.
2015-11-16	(1) Troops from the Theatre Command of the ‘Operation Lafiya Dole’ in Borno State, Nigeria, have killed 37 militants, captured 23 of them alive and destroyed many of their camps.; (2) U.S. warplanes hit 116 ISIS fuel trucks in eastern Syria.
2015-11-17	(1) ISIS Militant fighters launched an offensive on a Kurdish village near Kobane in northern Syria. At least 7 civilians were hardly injured during the ISIS-led offensive on Merasir village. Russian Air Force Destroys 140 targets in Raqqa, Deir Ezzor and Aleppo.; (2) Anonymous has begun leaking the personal information of suspected extremists, after it "declared war" on ISIS in the wake of the deadly attacks in Paris.; (3) ISIS-affiliated Abu Sayyaf militants beheaded a Malaysian hostage in Philippines.; (4) At least 32 people were killed and 80 wounded after an explosive device went off at a market in the northeastern Nigerian city of Yola. Boko Haram is suspected to have been responsible.
2015-11-18	(1) The French police raided an apartment in search of suspects linked to the 13 November Paris attacks. 2 terrorists have been killed, including Abdelhamid Abaaoud, a Belgian ISIS militant who allegedly co-ordinated the November Paris attacks. 5 Police officiers were slightly injured and a police dog was killed. Another woman was found dead in the apartment and a total of 5 people have been taken into custody.; (2) A suspected Islamic State militant has been killed while trying to illegally cross into Turkey from Syria.; (3) ISIS have claimed they have killed 2 hostages – from Norway and China.; (4) In Nigeria, at least 34 people were killed and another 80 wounded in suicid bombing, in Yola, a town packed with refugees from Nigeria's Islamic uprising. Later, 2 female suicide bombers killed at least 15 people in the northern city of Kano and injured 53.
2015-11-19	(1) An ISIS sniper was reportedly killed by a British missile fired from a RAF tornado, backing Kurdish forces.; (2) ISIS has admitted the death of 3 of their field commanders; (3) 6 men suspected of belonging to an ISIS terror cell have been arrested by authorities in Kuwait. One of those arrested, a Lebanese-born Syrian Osama Mohammed Saeed Khaiyat, used a website under his supervision to help fund and support ISIS.; (4) A suspected ISIS terrorist was arrested after police storm asylum seeker houses in Boliden, Sweden.
2015-11-20	(1) ISIS claimed responsibility for an attack on the army in the eastern region of Hadramawt, in Yemen, that a security source said killed at least 19 Yemeni soldiers and 35 militants.; (2) Afghan army forces have reportedly killed 12 ISIS militants and injured 5 more, in the eastern province of Nangarhar. 3 government troopers were injured in the operation as well.; (3) An Abu Sayyaf member, reportedly involved in the kidnapping of foreigners in Malaysia, was killed during military operations, in Tawi-Tawi, in a Filipino army and police joint operation.
2015-11-21	Turkey has arrested a Belgian man of Moroccan origin, named Ahmet Dahmani, suspected of being involved in the November Paris attacks. He was arrested with 2 Syrian men suspected of planning to help Dahmani cross safely into Syria.
2015-11-22	(1) 14 ISIS members have been killed in 2 special anti-terror operations, near Nalchik, in Russia 11 ISIS militants were neutralised by the FSB in the first operation and 3 more in the second one.; (2) The Dubai police has detained an Indian man, who was being tracked for over a year by Indian authorities for suspected online activities linked to ISIS.
2015-11-23	The Syrian Army has recaptured Maheen and surrounding villages from ISIS. The regime's army targeted ISIS positions near al-Shaer gas field with heavy artillery, killing at least 21 insurgents.
2015-11-24	(1) ISIS claims hotel attack that killed 7 people, including 2 judges, 4 policemen and 1 civilian, and wounded 10 in Egypt's Sinai. At least 2 terrorists were killed.; (2) The Lebanese Army says arrested an ISIS militant based in Tripoli.
2015-11-25	(1) ISIS has claimed the suicide bombing attack against a bus of the Tunisian presidential guards killing 12 of them and wounding 20 others in Tunis.; (2) Samra Kesinovic, an Austrian teenager who traveled to Syria to join the Islamic State of Iraq and the Levant, is reported dead, having been beaten to death by the group after trying to escape from Raqqa. Her companion, Sabina Selimovic, was reported to have been killed in fighting in Syria in September.
2015-11-26	(1) German Federal Security Council decided to join the military campaign against Islamic State militants with six Panavia Tornado Recce reconnaissance airplanes to support identifying targets. Also it will send one frigate to convoy French aircraft carrier Charles de Gaulle in the eastern Mediterranean. Furthermore, it will support aerial refueling with Airbus A310 MRTT. The mission will have to be approved by the Bundestag and essentially be justified with article 51 of the UN-Charta and the invoked article 42.7 of the Treaty of Lisbon. This mission will not include military attacks and will avoid participation in battles.; (2) 8 armed men carrying the ISIS flag, and including a suspected Indonesian national, were killed in an encounter with government troops, in Palimbang town, Sultan Kudarat, in the Philippines.; (3) A Syrian man accused of transporting the two ISIS suicide bombers who blew themselves up in the 2015 Beirut bombings has been killed in a joint Hezbollah-Syrian army operation.; (4) At least 5 gunmen opened fire on a Shiite mosque in northern Bangladesh, killing at least one person and injuring 3 others. ISIS, reportedly claimed responsibility for the attack.; (5) At least 4 ISIS militants have been arrested from Paghman district of Kabul.; (6) The Ghost Sec, a hacking group related to Anonymous, gained control of a website supporting IS and replaced it with a Viagra advertisement.
2015-11-28	(1) The Syrian Arab Army's elite special operations division known as the "Tiger Forces" reportedly captured the village of ‘Aqulah after a fierce battle with ISIS in the Kuweires Military Airport's southern countryside. At least 20 enemy combatants were reportedly killed during this military operation to liberate ‘Aqulah.; (2) ISIS claimed an attack led by masked gunmen on a motorcycle killing 4 Egyptian policemen in south of Cairo.; (3) Filipino authorities have caught an Abu Sayyaf member linked to the kidnappings of 2 Malaysians in Sandakan earlier this year, one of whom, Bernard Then, was beheaded this month.; (4) Boko Haram members raided a border village in Niger, killing 4 people and torching some 50 homes. 2 other people were wounded in the assault, the attackers then fled to Nigeria. 11 people, including a soldier, were killed and another soldier seriously wounded in two separate attacks by Boko Haram in Cameroon's north.
2015-11-29	(1) 3 armed militants who recently swore allegiance to IS have been neutralized by the FSB in North Caucasus, Russia.; (2) The international coalition has conducted 15 strikes against ISIS in Iraq and Syria. In Iraq, 12 air strikes near 7 cities, including 5 near Ramadi, struck 6 of the militant group's tactical units as well as several fighting positions and vehicles. 3 strikes near Dayr Az Zawr and Al Hawl in Syria hit another tactical unit and destroyed an ISIS checkpoint as well as several pieces of equipment used by the militants.; (3) Afghan security forces killed at least 5 IS militants in eastern Afghanistan.; (4) At least 4 persons were killed and an unspecified number of teenage girls were abducted by Boko Haram insurgents from Bam village in Biu Local Government Area, Nigeria.
2015-11-30	Two men with French nationality were arrested attempting to join IS fighters in Libya via Tunisia.
2015-12-01	(1) Georgian security services have announced the arrest of 4 men suspected of having ties to the Islamic State group.; (2) Boko Haram killed 8 people in an attack on a village in the southeast of Niger. At least 6 people have been killed and several others injured during a raid by Boko Haram insurgents on Gamgara, Nigeria.; (3) A Moroccan man was arrested, in Pamplona in Spain, for planning to join ISIS in Syria, by officers from Civil Guard.
2015-12-02	(1) Cameroon's army has killed at least 100 Boko Haram militants and freed 900 hostages in a Nigeria border operation.; (2) Police in Italy and Kosovo detained 4 Kosovars, with IS contacts, for making threats against the pope and a U.S. diplomat.; (3) ISIS members have killed 2 members of an influential tribe in southeastern Yemen.; (4) At least fourteen people were killed and 21 more injured in a mass shooting at San Bernardino, California, U.S. The suspects, a couple, were killed by the police and a police officer was wounded in the shootout. The female shooter, Tashfeen Malik, pledged allegiance to ISIS leader on Facebook.
2015-12-04	Abdullahi Abubakar who is reportedly number 58 on the published list of 100 wanted Boko Haram insurgents released by the military authorities was arrested in Uba Askira area, Nigeria.
2015-12-05	(1) Three female suicide bombers killed about 30 at a crowded market on the island of Koulfoua in Lake Chad.; (2) Three female Boko Haram suicide bombers killed about 30 at a crowded market on the island of Koulfoua in Lake Chad.
2015-12-06	(1) At least 6 ISIS loyalists were killed by Afghan security forces, as ground and air operations continue to suppress the operations of the terror group in eastern Nangahrar province.; (2) The governor of the major Yemeni city of Aden and 6 bodyguards were killed in a car bombing. An attack ISIS said it committed.; (3) 3 soldiers were killed as the Nigerian military commenced an attack on Boko Haram deep inside the Sambisa Forest.
2015-12-07	A Danish Islamist tied to Paris attacks was allegedly killed by a drone attack on in the Syrian city of Raqqa. He has been reportedly killed along with a high-ranking ISIS member.
2015-12-09	Government troops intercepted a suspected ammunition courier of the Abu Sayyaf group in Sulu and recovered rounds of grenade launcher, in the Philippines.
2015-12-10	7 civilians were killed by Boko Haram in the Kamuya village, which is located along the border between Borno and Yobe State, Nigeria. Dozens of civilians were abducted.
2015-12-11	(1) The U.S. announces that a drone strike in Iraq in "late November" had killed ISIS finance minister Abu Saleh, a former Al Qaeda member. Two other finance figures had also been recently killed in Iraq; (2) The Catalan Police arrested Ali Charef Damache an ISIS militant, in a security raid. Damache is wanted by the US and the Interpol for providing support to terrorists. The suspect is originally from Algeria and has Irish nationality. ISIL forces captured the UNESCO heritage site of Sabratha.; (3) 14 people were killed, some of them decapitated, in a Boko Haram raid on a village in northeast Nigeria.
2015-12-12	(1) Police and military authorities arrested a notorious member of the Abu Sayyaf Group who is facing a string of criminal cases for kidnapping and illegal detention, in Zamboanga, Philippines.; (2) Boko Haram militants attacked 3 villages in northeast Nigeria, killing 30 people and injuring 20.
2015-12-15	13 Abu Sayyaf bandits and 2 soldiers were killed in a firefight while 10 other soldiers were injured in Al Barka, Basilan, Philippines. 7 Army soldiers were wounded following an attack by 150 suspected Abu Sayyaf terrorists on a battalion headquarters in Patikul Sulu.
2015-12-16	Serious offensive by ISIS forces, with 300 fighters attacking several Kurdish positions north and east of Mosul. Reports on the number of ISIL casualties varied, from 42 dead to hundreds.
2015-12-24	Some 200 al-Shabab fighters operating in the border region between Somalia and Kenya have pledged allegiance to ISIS. This move signifies a split within al-Shabab between those who are still loyal to al-Qaeda and this new splinter group. By switching allegiance the latter have answered a call made by Nigerian-based ISIS-affiliate Boko Haram to join ISIS. The group has already committed at least two attacks in the last two weeks, killing one soldier and two civilians.
2015-12-28	(1) Iraqi forces retake a central government complex in Ramadi, viewed as the last major hurdle in the effort to expel ISIS from the city. An Iraqi official, off record, stated that roughly 45% of the city remains under ISIS control, largely in the north and west. A spokesman for Iraq's counter-terrorism forces has said that only about 100 ISIS members remain in the city.; (2) On the morning two female Boko Haram suicide bombers detonated their explosives at a crowded market in Madagali. According to a local resident at least 28 were killed.
2015-12-30	ISIL's Caucasus branch attacked a group of tourists visiting the Naryn-Kala fortress in Dagestan; one person was killed and eleven injured.
2015-12-31	The United States Department of Justice announces the arrest of a Rochester, New York man alleged to have planned an ISIL-inspired attack on local New Year's Eve festivities.
